Geneid	Fx593-CIM0DP-RNA-R1	Fx593-CIM0DP-RNA-R2	Fx600-CIM0DP-RNA-R1	Fx600-CIM0DP-RNA-R2
XXX2X07040	0	0	1	1
XXX2X07042	0	0	0	0
XXX2X07050	4	0	52	46
XXX2X05075	0	21	127	56
XXX2X07070	0	0	52	6
XXX2X07080	0	0	2	3
XXX2X07090	0	0	0	2
XXX2X07100	0	0	2	0
XXX2X07110	0	0	0	0
XXX2X07120	0	0	0	0
XXX2X07130	0	0	0	0
XXX2X07140	1	0	1	1
XXX2X05085	0	0	0	0
XXX2X07150	0	0	0	0
XXX2X07155	0	0	1	1
XXX2X07160	0	0	5	1
XXX2X07170	4	0	8	1
XXX2X05095	0	0	0	0
XXX2X05125	0	0	0	1
XXX2X07180	1733	1254	2998	2562
XXX2X07185	0	0	0	0
XXX2X07190	0	0	0	0
XXX2X07200	0	0	0	0
XXX2X07210	0	0	1	0
XXX2X07212	0	0	0	0
XXX2X07213	0	0	0	0
XXX2X07215	0	0	0	0
XXX2X07220	0	0	3	0
XXX2X07230	3	1	3	1
XXX2X07240	0	1	3	4
XXX2X07250	0	0	0	0
XXX2X07260	0	0	0	0
XXX2X07270	1	0	0	0
XXX2X07280	0	0	0	1
XXX2X07290	0	0	0	0
XXX2X07300	0	1	0	0
XXX2X07310	3	0	3	0
XXX2X07320	0	0	4	2
XXX2X07330	0	0	2	0
XXX2X07340	299	467	87	106
XXX2X07360	352	153	15	79
XXX2X07365	0	0	0	0
XXX2X07380	1	0	3	1
XXX2X07390	1	0	1	2
XXX2X07395	0	1	4	7
XXX2X07400	0	1	3	3
XXX2X07410	1	2	4	7
XXX2X07420	6	1	9	10
XXX2X07430	0	0	3	2
XXX2X07440	0	1	0	1
XXX2X07450	1	2	2	5
XXX2X07455	3	2	2	3
XXX2X07460	0	0	1	3
XXX2X07470	0	0	1	0
XXX2X07480	2	0	0	0
XXX2X07483	0	0	0	0
XXX2X07486	0	0	1	1
XXX2X07490	0	0	2	0
XXX2X07500	1	1	3	2
XXX2X07505	0	0	0	0
XXX2X07510	0	0	0	5
XXX2X07520	0	0	1	1
XXX2X07530	0	0	0	0
XXX2X07540	0	0	0	2
XXX2X07550	0	0	0	2
XXX2X07560	0	1	1	5
XXX2X07570	0	0	1	1
XXX2X07580	1	0	8	15
XXX2X07590	1	0	4	1
XXX2X07565	0	0	0	1
XXX2X07600	0	0	0	0
XXX2X07620	1	1	2	8
XXX2X07630	0	0	0	1
XXX2X07635	0	0	2	1
XXX2X07640	0	1	0	0
XXX2X07650	0	1	3	1
XXX2X07660	1	2	14	13
XXX2X07744	2	0	3	0
XXX2X07771	0	0	0	0
XXX2X07773	1	1	0	0
XXX2X07747	3	2	1	0
XXX2X07655	1	0	0	0
XXX2X07776	0	0	1	0
XXX2X07749	0	0	0	0
XXX2X05145	0	0	0	0
XXX2X07812	0	0	1	0
XXX2X07777	1	0	0	0
XXX2X07671	92	47	63	2
XXX2X07779	1	0	0	0
XXX2X07743	0	0	0	0
XXX2X07672	0	0	0	0
XXX2X07664	0	0	0	0
XXX2X07613	0	0	0	0
XXX2X07684	0	0	0	0
XXX2X07617	0	0	0	0
XXX2X07621	1	0	0	0
XXX2X05155	0	0	0	0
XXX2X07673	0	0	1	0
XXX2X07745	0	0	0	0
XXX2X07674	18	12	9	3
XXX2X07751	176	111	83	8
XXX2X07675	7	9	5	0
XXX2X07767	1	0	0	0
XXX2X07676	0	1	1	1
XXX2X07768	0	0	2	0
XXX2X07769	1	0	0	0
XXX2X07746	0	0	0	0
XXX2X07623	0	0	0	1
XXX2X07677	1	3	6	1
XXX2X07748	0	0	0	0
XXX2X07678	1	1	1	2
XXX2X07669	1	1	0	0
XXX2X07625	0	0	0	0
XXX2X07681	2	9	4	0
XXX2X07682	3	4	12	6
XXX2X07626	0	0	0	0
XXX2X07783	12	25	4	4
XXX2X07627	0	0	0	0
XXX2X07772	0	0	0	0
XXX2X07628	0	0	0	0
XXX2X07683	0	0	0	0
XXX2X07752	0	0	0	0
XXX2X07753	0	0	0	0
XXX2X07754	0	0	1	0
XXX2X07774	0	0	2	0
XXX2X07685	3	10	13	1
XXX2X07686	0	0	0	0
XXX2X07687	0	1	0	14
XXX2X07629	0	0	1	3
XXX2X07784	0	0	0	0
XXX2X07631	0	0	0	0
XXX2X07632	0	0	0	0
XXX2X07755	0	0	0	0
XXX2X07633	0	3	1	1
XXX2X07688	1	2	1	0
XXX2X07792	0	0	0	0
XXX2X05215	0	0	0	0
XXX2X05205	0	0	0	0
XXX2X07689	0	0	0	0
XXX2X07811	0	0	0	0
XXX2X07808	0	0	0	0
XXX2X07634	0	0	0	0
XXX2X07691	0	0	0	0
XXX2X07636	0	0	0	0
XXX2X05245	0	0	0	0
XXX2X07692	0	0	0	0
XXX2X07693	0	0	0	0
XXX2X07637	0	0	0	0
XXX2X07694	0	0	0	0
XXX2X07695	3	4	0	10
XXX2X07785	1	0	0	0
XXX2X05255	0	0	0	0
XXX2X07599	0	0	1	0
XXX2X07696	2	0	0	0
XXX2X07813	0	0	0	0
XXX2X07697	2	2	5	3
XXX2X07798	0	1	3	1
XXX2X07826	0	0	0	0
XXX2X07698	81	162	44	0
XXX2X07667	1	2	2	3
XXX2X07699	0	0	0	0
XXX2X07793	0	0	0	0
XXX2X07701	0	0	0	0
XXX2X07702	0	0	0	0
XXX2X07703	1	0	0	0
XXX2X07638	1	0	0	0
XXX2X07704	0	0	0	0
XXX2X07705	0	0	0	0
XXX2X07706	0	0	0	1
XXX2X07794	0	0	0	0
XXX2X07707	0	0	0	0
XXX2X07708	0	2	0	0
XXX2X07709	5	6	7	0
XXX2X07641	0	0	0	0
XXX2X07711	0	5	3	1
XXX2X07786	0	0	2	0
XXX2X07712	4	11	6	0
XXX2X07642	0	0	0	0
XXX2X07663	0	0	0	0
XXX2X07643	0	1	4	0
XXX2X07644	1	0	0	0
XXX2X07713	0	0	0	0
XXX2X07714	0	0	0	0
XXX2X07646	0	0	0	0
XXX2X07715	9	3	6	3
XXX2X07716	20	0	27	0
XXX2X07717	13	12	25	0
XXX2X07718	4	1	3	1
XXX2X07809	0	0	0	0
XXX2X07648	0	0	0	0
XXX2X07719	0	0	0	0
XXX2X07721	0	3	0	1
XXX2X05315	0	0	0	0
XXX2X07722	0	0	0	1
XXX2X07652	0	0	0	0
XXX2X07723	0	0	0	0
XXX2X07815	0	0	0	0
XXX2X07756	0	0	0	0
XXX2X07724	1	0	0	0
XXX2X07725	22	28	0	0
XXX2X07726	0	1	0	0
XXX2X07727	23	49	16	45
XXX2X07757	0	0	0	0
XXX2X07728	2	0	0	2
XXX2X07654	0	1	0	0
XXX2X07820	0	0	0	0
XXX2X07656	0	1	0	0
XXX2X07729	0	0	2	0
XXX2X07807	0	0	0	0
XXX2X07758	0	0	0	0
XXX2X07799	3	1	1	0
XXX2X07731	22	22	14	9
XXX2X07732	0	0	1	1
XXX2X07733	0	1	0	0
XXX2X07734	0	0	1	0
XXX2X07825	0	0	0	0
XXX2X07827	2	4	0	0
XXX2X07830	0	0	0	0
XXX2X07787	0	1	0	0
XXX2X07658	0	0	0	0
XXX2X07735	0	0	0	0
XXX2X07736	0	0	0	0
XXX2X07659	1	0	0	0
XXX2X07737	0	0	0	0
XXX2X07775	0	0	0	0
XXX2X07661	0	0	0	0
XXX2X07806	0	2	1	0
XXX2X05355	0	0	0	0
XXX2X05365	1	0	0	0
XXX2X07738	0	0	0	0
XXX2X07795	1	1	0	0
XXX2X07759	0	0	0	0
XXX2X07761	0	0	0	0
XXX2X07762	0	0	0	0
XXX2X07763	0	0	0	0
XXX2X07739	0	0	0	0
XXX2X07764	0	0	0	0
XXX2X07662	0	0	0	1
XXX2X07765	0	0	2	1
XXX2X07665	0	0	1	1
XXX2X07835	4	0	0	0
XXX2X07741	0	0	0	0
XXX2X07766	0	0	0	0
XXX2X07666	0	0	1	0
XXX2X07670	0	0	0	0
XXX2X05395	0	0	0	0
XXX2X07680	1	1	1	1
XXX2X05405	0	0	0	0
XXX2X07690	374	318	0	9
XXX2X05425	0	0	0	0
XXX2X05445	0	0	1	0
XXX2X07700	0	0	0	1
XXX2X07788	0	0	5	6
XXX2X07789	2	0	6	2
XXX2X07790	0	2	5	2
XXX2X07710	0	0	4	5
XXX2X07720	0	4	1	4
XXX2X07791	2	1	11	5
XXX2X07730	0	1	4	5
XXX2X07740	0	0	0	0
XXX2X07750	0	0	4	1
XXX2X07760	0	1	7	4
XXX2X07770	4	0	9	1
XXX2X07800	0	0	0	0
XXX2X07780	0	0	3	4
XXX2X07810	0	0	0	0
XXX2X07880	0	0	0	0
XXX2X07981	2	0	10	9
XXX2X08986	20	9	91	69
XXX2X09187	4	0	6	6
XXX2X09388	0	0	0	0
XXX2X09589	0	0	1	4
XXX2X09790	0	0	1	0
XXX2X09800	0	0	6	3
XXX2X09795	0	0	56	2
XXX2X09810	0	0	0	2
XXX2X09820	1	4	3	12
XXX2X09830	0	1	2	6
XXX2X09838	0	0	3	0
XXX2X09840	1	0	1	1
XXX2X09850	0	1	4	0
XXX2X09860	0	0	4	2
XXX2X09862	1	0	1	2
XXX2X09865	1	0	1	4
XXX2X09870	3	5	26	19
XXX2X09880	0	0	1	0
XXX2X09890	1	0	5	2
XXX2X09900	1	0	0	2
XXX2X09910	1	6	5	8
XXX2X09920	2	0	12	4
XXX2X09930	0	2	6	1
XXX2X09950	2	0	3	4
XXX2X09953	0	4	5	1
XXX2X09956	0	0	2	1
XXX2X09960	0	0	6	2
XXX2X09970	0	1	2	0
XXX2X09990	1445	1909	190	12
XXX2X09992	0	0	0	0
XXX2X09994	0	0	2	1
XXX2X10000	0	1	5	2
XXX2X10010	0	2	3	2
XXX2X10020	0	1	3	0
XXX2X10025	0	0	0	1
XXX2X10030	2	1	6	0
XXX2X10040	0	6	4	6
XXX2X10050	0	0	1	0
XXX2X10070	0	2	1	1
XXX2X10080	0	0	7	2
XXX2X10090	0	0	0	1
XXX2X10100	0	0	2	2
XXX2X10105	0	0	0	0
XXX2X10110	0	0	1	0
XXX2X10120	0	0	0	0
XXX2X10130	0	0	2	0
XXX2X10140	1	0	0	1
XXX2X10150	2	1	12	5
XXX2X10160	0	0	8	11
XXX2X10165	0	0	4	0
XXX2X10170	0	0	2	2
XXX2X10175	0	2	4	2
XXX2X10180	0	0	1	1
XXX2X10190	1	3	8	11
XXX2X10200	0	3	4	0
XXX2X10205	1	1	1	2
XXX2X10210	0	3	17	6
XXX2X10220	1	0	1	0
XXX2X10223	0	0	0	0
XXX2X10226	0	0	1	0
XXX2X10230	0	0	2	1
XXX2X10232	0	0	3	0
XXX2X10234	2	2	7	3
XXX2X10237	3	1	7	1
XXX2X10240	1	2	9	8
XXX2X10250	0	3	12	2
XXX2X10253	0	0	0	1
XXX2X10256	0	0	2	1
XXX2X05465	0	0	0	0
XXX2X05485	0	0	0	0
XXX2X05495	0	0	2	1
XXX2X10260	0	0	0	2
XXX2X10265	0	0	3	0
XXX2X10270	0	0	2	0
XXX2X10280	2	1	13	2
XXX2X10285	0	1	0	2
XXX2X10290	2	0	5	6
XXX2X10300	0	2	5	3
XXX2X10310	4	1	5	1
XXX2X10320	1	0	4	1
XXX2X10330	0	5	8	2
XXX2X10350	0	0	5	3
XXX2X10360	0	0	1	1
XXX2X10370	0	0	0	0
XXX2X10380	0	0	0	0
XXX2X10390	0	0	1	0
XXX2X10400	0	0	5	5
XXX2X10405	0	0	0	0
XXX2X10410	271	22	2	0
XXX2X10420	0	0	1	0
XXX2X10430	2	0	3	0
XXX2X05505	0	0	14	1
XXX2X10440	0	0	7	1
XXX2X05515	0	0	0	0
XXX2X10450	0	0	0	0
XXX2X10460	0	1	2	1
XXX2X10465	2	0	0	0
XXX2X10470	0	0	0	0
XXX2X10480	1	0	3	0
XXX2X10490	0	0	0	0
XXX2X10500	0	0	1	1
XXX2X10510	1	2	9	0
XXX2X05525	0	0	0	0
XXX2X10520	0	0	7	5
XXX2X10530	0	0	0	1
XXX2X05535	0	0	0	0
XXX2X10455	0	0	0	0
XXX2X05545	0	0	0	0
XXX2X10535	0	0	0	0
XXX2X10537	0	0	0	0
XXX2X10545	0	0	0	0
XXX2X10540	0	0	3	1
XXX2X10550	0	0	1	1
XXX2X10553	0	0	0	1
XXX2X10555	0	0	1	0
XXX2X10556	0	0	0	1
XXX2X10557	0	0	1	0
XXX2X10560	0	0	0	0
XXX2X10570	1	0	3	1
XXX2X10589	0	0	0	0
XXX2X10610	0	0	0	3
XXX2X10590	0	0	3	0
XXX2X10600	0	1	5	0
XXX2X10602	0	0	0	0
XXX2X10605	2	0	1	1
XXX2X10608	0	0	0	1
XXX2X10611	0	0	0	0
XXX2X10614	0	0	0	1
XXX2X10617	0	0	0	0
XXX2X10620	0	1	5	1
XXX2X10630	1	0	1	1
XXX2X10640	0	0	2	0
XXX2X10650	1	0	3	4
XXX2X10660	1	1	5	1
XXX2X10670	1	1	5	4
XXX2X10680	0	0	1	2
XXX2X10690	4	1	11	3
XXX2X10740	0	0	0	0
XXX2X10710	0	0	0	1
XXX2X10720	0	0	2	1
XXX2X10730	0	0	0	0
XXX2X05555	0	0	0	0
XXX2X10735	0	1	1	1
XXX2X05565	0	0	0	0
XXX2X10615	0	0	0	2
XXX2X05575	0	0	0	0
XXX2X05585	0	0	0	0
XXX2X10760	2	2	13	6
XXX2X10770	0	2	1	1
XXX2X10780	2	2	21	6
XXX2X10790	0	0	0	0
XXX2X10800	0	0	0	0
XXX2X10802	0	0	0	0
XXX2X10810	2	2	0	0
XXX2X10820	4	1	5	2
XXX2X10830	0	0	1	3
XXX2X10833	1	0	4	2
XXX2X10836	0	1	8	3
XXX2X10840	0	0	7	1
XXX2X10850	0	0	0	2
XXX2X10860	0	1	11	4
XXX2X10870	0	0	0	0
XXX2X10880	1	0	0	0
XXX2X10890	1	2	2	9
XXX2X10895	0	0	1	1
XXX2X10900	0	1	3	2
XXX2X10625	0	0	0	0
XXX2X10910	3	0	2	0
XXX2X10920	0	0	0	0
XXX2X10921	0	0	0	0
XXX2X10930	0	0	0	0
XXX2X10931	0	0	0	1
XXX2X10940	1	1	0	109
XXX2X10950	0	0	4	0
XXX2X10960	0	1	1	0
XXX2X10955	0	0	0	0
XXX2X10965	0	0	1	0
XXX2X10970	2	0	4	0
XXX2X10975	0	0	2	0
XXX2X10980	0	0	1	0
XXX2X10990	164	0	1	0
XXX2X11000	533	332	2	4
XXX2X11005	2	0	1	0
XXX2X11010	0	0	6	1
XXX2X11015	0	0	1	1
XXX2X11020	0	0	10	3
XXX2X11030	0	3	5	6
XXX2X11040	2	0	12	4
XXX2X11050	8	2	35	13
XXX2X11060	3	0	4	6
XXX2X11070	2	0	5	3
XXX2X11025	0	0	2	0
XXX2X11080	0	0	1	0
XXX2X11090	0	0	0	0
XXX2X11100	0	2	1	0
XXX2X11110	0	3	1	3
XXX2X11115	0	0	0	3
XXX2X11120	0	0	2	2
XXX2X11130	0	0	1	0
XXX2X11135	0	0	0	0
XXX2X11140	0	0	0	1
XXX2X11035	0	0	0	0
XXX2X11150	1	0	0	0
XXX2X11165	0	0	3	0
XXX2X11166	0	0	0	2
XXX2X11168	0	0	0	0
XXX2X11170	0	0	4	3
XXX2X11045	0	0	6	1
XXX2X11180	0	1	3	2
XXX2X11190	0	0	2	3
XXX2X11200	0	0	0	0
XXX2X11210	1	3	6	7
XXX2X11205	0	0	2	2
XXX2X11220	0	0	2	4
XXX2X11230	1	0	1	5
XXX2X11235	0	0	0	0
XXX2X11240	128	294	383	418
XXX2X11215	0	0	0	0
XXX2X11225	0	0	0	0
XXX2X11270	0	0	0	41
XXX2X11271	0	0	0	0
XXX2X11280	0	1	0	66
XXX2X11290	0	0	3	1
XXX2X11300	0	1	0	1
XXX2X11310	0	2	1	4
XXX2X11320	0	0	9	1
XXX2X11330	1	1	6	2
XXX2X11340	1	2	12	15
XXX2X11345	0	0	0	1
XXX2X11350	2	1	4	1
XXX2X11360	0	1	1	1
XXX2X11370	1	0	0	0
XXX2X11380	2	0	0	2
XXX2X11390	0	0	1	2
XXX2X11400	0	0	4	0
XXX2X11405	1	0	4	1
XXX2X11410	0	2	2	3
XXX2X11420	0	0	2	2
XXX2X11430	3	2	5	5
XXX2X11440	0	0	6	3
XXX2X11450	2	4	16	14
XXX2X11460	0	0	6	0
XXX2X11462	0	0	0	0
XXX2X11465	0	0	11	3
XXX2X11480	2	1	10	3
XXX2X11485	0	0	0	0
XXX2X11490	0	0	0	0
XXX2X11500	0	0	7	0
XXX2X11502	0	0	0	0
XXX2X11504	0	0	0	0
XXX2X11507	0	0	0	0
XXX2X11510	0	0	0	0
XXX2X11520	723	819	565	837
XXX2X11522	0	0	0	0
XXX2X11530	0	0	3	0
XXX2X11550	2	0	11	6
XXX2X11570	1	0	0	0
XXX2X11590	0	0	10	5
XXX2X11600	0	0	1	1
XXX2X11610	0	0	2	1
XXX2X11620	0	0	2	0
XXX2X11623	0	0	0	0
XXX2X11626	0	0	2	0
XXX2X11630	0	0	5	1
XXX2X11640	1	0	2	0
XXX2X11650	2	0	5	2
XXX2X11660	1	3	2	4
XXX2X11670	1	0	1	2
XXX2X11680	0	0	1	1
XXX2X11690	0	0	2	0
XXX2X11700	0	0	4	2
XXX2X11720	7	0	14	7
XXX2X11730	1	0	1	1
XXX2X11740	0	0	2	1
XXX2X11750	0	0	4	1
XXX2X11770	2	1	7	3
XXX2X11773	0	0	0	0
XXX2X11775	0	0	1	0
XXX2X11778	0	0	3	0
XXX2X11780	1	0	1	1
XXX2X11790	0	0	0	2
XXX2X11800	0	1	5	3
XXX2X11810	0	0	0	104
XXX2X11820	0	0	2	1
XXX2X11815	0	2	1	0
XXX2X11830	0	0	1	0
XXX2X11840	0	0	1	1
XXX2X11851	0	0	3	0
XXX2X11850	0	0	1	1
XXX2X11852	0	0	0	0
XXX2X11870	0	0	0	0
XXX2X05625	0	0	0	0
XXX2X11880	0	0	785	0
XXX2X11890	347	1145	2	197
XXX2X11891	0	17	0	27
XXX2X11910	371	69	0	1
XXX2X11930	1	0	3	1
XXX2X11940	1	7	24	5
XXX2X11950	2	0	8	6
XXX2X11970	0	0	0	2
XXX2X11980	0	0	3	0
XXX2X11983	0	0	2	0
XXX2X11990	0	0	0	0
XXX2X12000	0	2	1	0
XXX2X12010	2	1	1	1
XXX2X12020	0	1	7	3
XXX2X12025	0	0	1	1
XXX2X12040	0	0	0	0
XXX2X12050	0	0	6	2
XXX2X12060	0	0	3	2
XXX2X12066	0	0	1	2
XXX2X12083	0	1	4	0
XXX2X05665	0	0	33	0
XXX2X05675	0	0	0	0
XXX2X12100	0	0	0	0
XXX2X12110	0	0	0	1
XXX2X12120	0	0	0	0
XXX2X12130	0	0	2	0
XXX2X12140	0	1	0	1
XXX2X12150	2	1	1	0
XXX2X12160	1	0	2	2
XXX2X12170	2	1	3	0
XXX2X12190	1	1	3	1
XXX2X12195	0	1	2	3
XXX2X12200	0	0	1	0
XXX2X12205	0	0	2	2
XXX2X12210	0	0	25	6
XXX2X12230	0	0	0	0
XXX2X12240	0	1	1	0
XXX2X12250	0	2	4	2
XXX2X12260	0	1	3	3
XXX2X12270	0	1	0	1
XXX2X12280	0	0	0	1
XXX2X12290	0	0	0	0
XXX2X12300	0	0	0	1
XXX2X12305	0	0	2	2
XXX2X12320	0	0	4	0
XXX2X12325	1	0	3	1
XXX2X12330	0	2	8	1
XXX2X05685	0	0	0	1
XXX2X12340	2	1	8	1
XXX2X12345	0	0	3	0
XXX2X12360	4	4	27	14
XXX2X12370	2	5	13	18
XXX2X12380	0	2	0	2
XXX2X12385	2	0	0	1
XXX2X12390	2	5	14	2
XXX2X12400	2197	4182	1043	1264
XXX2X05695	1	0	2	0
XXX2X12405	1	0	6	2
XXX2X12407	0	0	0	2
XXX2X12408	0	0	0	0
XXX2X05705	0	0	0	0
XXX2X12410	0	0	0	1
XXX2X12420	0	0	4	1
XXX2X05725	0	0	0	0
XXX2X12430	0	0	5	2
XXX2X12440	1	0	2	4
XXX2X05785	0	0	0	0
XXX2X12450	0	0	5	6
XXX2X12460	1	0	0	0
XXX2X12461	0	36	0	0
XXX2X12462	0	65	0	0
XXX2X12465	0	0	0	0
XXX2X12470	1	1	4	2
XXX2X12475	0	0	2	0
XXX2X12480	0	0	0	2
XXX2X12490	176	49	50	230
XXX2X05825	0	0	0	1
XXX2X05835	0	0	0	0
XXX2X12500	0	0	3	3
XXX2X12505	0	0	2	2
XXX2X12510	0	1	4	2
XXX2X12520	0	0	2	1
XXX2X12530	0	0	0	0
XXX2X12540	0	1	0	0
XXX2X12550	261	0	3	5
XXX2X12560	0	0	0	0
XXX2X12570	2	2	2	5
XXX2X12580	0	0	0	1
XXX2X12590	0	1	0	0
XXX2X12600	0	0	0	0
XXX2X12610	0	0	0	0
XXX2X12620	0	0	4	1
XXX2X12630	0	0	0	0
XXX2X12640	0	7	2	7
XXX2X12646	0	0	4	0
XXX2X12650	0	0	7	3
XXX2X12660	0	0	2	1
XXX2X12670	2	0	5	0
XXX2X12680	4	0	4	10
XXX2X12685	0	0	0	1
XXX2X12690	0	0	0	0
XXX2X12695	0	0	0	0
XXX2X12700	1	0	1	0
XXX2X12710	1	0	1	1
XXX2X12720	0	0	1	6
XXX2X12730	0	1	2	3
XXX2X12740	1	0	5	1
XXX2X12750	0	0	1	2
XXX2X12760	0	0	4	5
XXX2X12770	0	0	4	1
XXX2X12780	1	3	6	1
XXX2X12800	7	4	20	21
XXX2X12810	0	0	0	0
XXX2X12815	0	0	0	0
XXX2X12820	0	0	4	3
XXX2X12830	0	0	0	0
XXX2X12832	0	0	0	1
XXX2X12835	1	1	1	0
XXX2X12840	0	0	3	0
XXX2X12845	0	0	0	0
XXX2X12850	0	0	2	1
XXX2X12855	0	0	2	0
XXX2X12860	1	1	0	0
XXX2X12870	0	0	0	0
XXX2X12875	0	0	0	0
XXX2X12880	0	0	0	0
XXX2X12890	0	1	0	0
XXX2X12900	0	1	4	1
XXX2X12905	0	0	1	0
XXX2X12910	0	0	4	0
XXX2X12920	0	0	1	2
XXX2X12930	0	2	2	2
XXX2X12935	0	0	0	0
XXX2X12940	0	0	0	0
XXX2X12945	0	0	1	0
XXX2X12950	0	0	4	2
XXX2X12960	0	0	3	8
XXX2X12970	1	1	11	3
XXX2X12980	0	0	0	2
XXX2X12990	0	0	0	0
XXX2X13000	4	0	8	6
XXX2X13010	1	2	7	2
XXX2X13020	0	2	10	8
XXX2X13040	0	1	0	4
XXX2X13050	0	0	1	0
XXX2X13060	0	0	4	4
XXX2X13070	0	0	0	0
XXX2X13080	0	0	1	1
XXX2X13090	0	0	1	0
XXX2X13100	229	447	1	3
XXX2X05855	0	1	1	0
XXX2X13110	0	2	5	8
XXX2X13115	2	0	2	3
XXX2X13116	1	0	0	0
XXX2X13105	0	0	0	0
XXX2X05865	0	0	0	0
XXX2X13118	0	0	0	1
XXX2X13120	0	0	0	0
XXX2X13125	1	0	0	0
XXX2X13126	0	0	1	0
XXX2X13128	0	0	0	0
XXX2X13130	2	0	3	1
XXX2X13140	0	0	2	0
XXX2X13142	0	0	0	0
XXX2X13143	0	0	0	0
XXX2X13145	0	0	2	0
XXX2X13146	0	0	1	1
XXX2X13150	0	0	0	1
XXX2X13160	0	0	0	0
XXX2X13170	1	0	8	5
XXX2X13175	2	0	2	3
XXX2X13180	0	0	0	3
XXX2X13190	0	0	1	2
XXX2X13200	1	0	5	0
XXX2X13230	0	5	18	9
XXX2X13240	3	2	11	1
XXX2X13250	0	0	0	3
XXX2X13260	1	0	1	4
XXX2X13270	0	0	0	1
XXX2X13274	0	0	1	0
XXX2X05875	0	11	25	3
XXX2X13275	0	0	0	0
XXX2X13280	0	0	0	0
XXX2X13290	0	32	5	5
XXX2X13295	0	0	2	1
XXX2X13300	1	2	7	5
XXX2X13310	1	1	2	3
XXX2X13320	0	0	2	0
XXX2X13330	1	0	5	1
XXX2X13335	0	0	0	0
XXX2X13350	2	1	1	2
XXX2X13360	235	28	1096	732
XXX2X13370	245	32	25	50
XXX2X05885	0	0	1	0
XXX2X13380	1	0	7	4
XXX2X13390	4	5	12	9
XXX2X13400	0	0	0	0
XXX2X13410	0	0	0	0
XXX2X13420	0	0	1	1
XXX2X05895	0	0	0	0
XXX2X13422	0	0	0	0
XXX2X13430	0	0	0	1
XXX2X13431	0	0	0	0
XXX2X13440	1	206	6	3
XXX2X13450	0	0	3	0
XXX2X13460	3	3	19	14
XXX2X13463	0	0	0	0
XXX2X05905	0	1	0	0
XXX2X13469	0	0	0	0
XXX2X13470	0	0	10	4
XXX2X13480	0	0	1	0
XXX2X13490	0	0	2	0
XXX2X13500	0	0	0	0
XXX2X13510	0	0	0	0
XXX2X13520	0	1	9	1
XXX2X13530	0	0	4	1
XXX2X13540	3	193	7	3
XXX2X13542	0	0	1	1
XXX2X13547	0	0	1	0
XXX2X13550	0	209	3	2
XXX2X13555	0	0	0	0
XXX2X13560	1641	1441	544	506
XXX2X13570	0	1	3	1
XXX2X13580	0	0	3	1
XXX2X05925	0	0	0	0
XXX2X05945	0	0	0	0
XXX2X05965	0	0	0	0
XXX2X05975	0	0	0	0
XXX2X06035	0	0	0	0
XXX2X13590	0	0	2	0
XXX2X13600	0	0	3	0
XXX2X13610	0	0	0	0
XXX2X13620	1	3	12	3
XXX2X13630	0	2	3	1
XXX2X13640	224	284	0	318
XXX2X13650	868	487	1166	864
XXX2X13665	0	1	0	0
XXX2X13660	0	0	0	0
XXX2X13680	0	1	24	10
XXX2X13690	0	16	6	3
XXX2X13700	1	2	2	4
XXX2X13705	0	0	0	0
XXX2X13706	0	0	0	0
XXX2X13710	2	0	2	1
XXX2X13720	0	0	0	0
XXX2X13730	0	0	0	3
XXX2X13740	0	1	1	4
XXX2X13750	0	0	2	1
XXX2X13760	0	0	0	0
XXX2X06065	0	0	0	0
XXX2X13770	0	0	0	3
XXX2X13790	1110	1053	3459	4421
XXX2X13800	28	246	15	8
XXX2X13810	2	0	0	0
XXX2X13820	412	126	0	1
XXX2X13830	0	1	7	3
XXX2X13840	0	0	1	1
XXX2X13850	0	0	4	2
XXX2X13845	0	0	0	0
XXX2X13851	0	0	0	0
XXX2X13860	1	0	8	2
XXX2X13865	1	1	2	4
XXX2X13870	1	0	0	0
XXX2X13890	0	0	0	3
XXX2X13895	0	0	0	0
XXX2X13900	0	0	0	0
XXX2X13905	0	0	0	0
XXX2X13910	0	0	1	1
XXX2X13920	0	1	0	0
XXX2X13930	0	2	10	3
XXX2X06075	1	0	0	0
XXX2X13940	1	2	2	3
XXX2X13950	0	0	0	1
XXX2X13960	0	0	4	3
XXX2X13970	0	1	2	2
XXX2X13965	0	0	0	0
XXX2X13975	0	243	77	1
XXX2X13980	0	0	0	0
XXX2X13985	0	0	2	0
XXX2X13990	1	1	9	9
XXX2X14000	0	0	4	0
XXX2X14010	0	0	1	3
XXX2X14020	0	0	2	1
XXX2X14030	0	2	1	4
XXX2X14040	0	0	15	6
XXX2X14045	0	325	481	786
XXX2X14050	76	1	1	85
XXX2X14060	2	1	5	1
XXX2X14070	0	0	2	1
XXX2X14080	0	1	20	5
XXX2X14090	0	1	235	3
XXX2X14095	1	0	4	1
XXX2X14100	0	0	181	2
XXX2X14110	361	211	279	138
XXX2X14115	0	0	0	1
XXX2X14120	3	607	15	20
XXX2X14130	0	0	1	1
XXX2X14140	1	0	0	1
XXX2X14150	0	0	1	0
XXX2X14160	0	0	89	43
XXX2X14170	146	569	3053	1148
XXX2X14180	0	2	9	7
XXX2X14190	0	0	0	1
XXX2X14200	0	0	1	2
XXX2X14210	0	34	2	35
XXX2X14220	137	2	6	8
XXX2X14230	2	0	4	2
XXX2X14240	0	2	2	0
